post_id,platform,content_type,likes,comments,shares,views,engagement_rate_percent,hashtags,posting_time,post_date
15050,TikTok,Story,89080,2484,4615,756483,12.71,#viral,Evening,2026-02-20
15051,Instagram,Carousel,271180,18612,35647,723742,44.97,#tech,Afternoon,2024-05-26
15052,LinkedIn,Carousel,121028,11175,21434,796313,19.29,#foodie,Evening,2025-07-17
15053,Facebook,Image,126442,8299,8045,689179,20.72,#viral,Morning,2024-11-18
15054,TikTok,Story,102976,4355,57,799470,13.43,#viral,Morning,2024-06-16
15055,Facebook,Image,307200,26183,34546,947730,38.82,#fashion,Afternoon,2025-01-09
15056,Instagram,Story,232700,7026,11248,545677,45.99,#fashion,Evening,2026-05-03
15057,YouTube,Image,424805,13758,11459,985333,45.67,#marketing,Afternoon,2025-02-15
15058,LinkedIn,Story,22092,1322,1770,863863,2.92,#viral,Night,2025-08-22
15059,Twitter,Short,156201,12218,9038,799874,22.19,#foodie,Morning,2025-09-12
15060,TikTok,Image,33166,473,818,536573,6.42,#travel,Evening,2025-03-31
15061,YouTube,Carousel,401506,37548,61621,907645,55.16,#marketing,Morning,2025-08-09
15062,YouTube,Image,347373,18663,1551,754842,48.7,#fitness,Evening,2025-05-19
15063,TikTok,Short,35258,1626,129,85349,43.37,#fitness,Night,2025-07-17
15064,TikTok,Image,88127,6835,11130,239160,44.36,#fitness,Morning,2024-08-31
15065,YouTube,Image,47330,1854,691,239433,20.83,#foodie,Afternoon,2025-05-05
15066,YouTube,Video,112877,11214,369,728241,17.09,#viral,Afternoon,2026-04-03
15067,Facebook,Video,30160,859,964,823472,3.88,#trending,Evening,2025-09-09
15068,YouTube,Carousel,11266,134,16,86315,13.23,#fitness,Morning,2025-07-03
15069,Facebook,Short,148278,12006,9048,816199,20.75,#travel,Evening,2025-06-07
15070,YouTube,Image,178928,15402,5116,880020,22.66,#travel,Night,2024-11-08
15071,Facebook,Video,51215,1386,2216,903758,6.07,#travel,Morning,2025-01-26
15072,Twitter,Short,6393,468,170,865873,0.81,#fashion,Evening,2024-06-22
15073,TikTok,Video,105895,1493,2145,250678,43.69,#viral,Night,2024-05-26
15074,Instagram,Carousel,50638,3842,7058,254774,24.15,#fashion,Evening,2025-05-07
15075,Facebook,Carousel,196774,19581,18517,978286,24.01,#fitness,Night,2025-06-19
15076,Instagram,Reel,29694,1853,3150,88007,39.43,#fitness,Afternoon,2026-01-24
15077,Twitter,Image,26935,1344,969,61450,47.6,#fashion,Evening,2024-05-13
15078,YouTube,Video,43193,3215,532,203926,23.02,#travel,Morning,2026-03-30
15079,YouTube,Carousel,193583,967,848,448533,43.56,#marketing,Morning,2025-12-04
15080,Facebook,Reel,406638,34343,65725,910513,55.65,#travel,Evening,2025-11-15
15081,Facebook,Reel,351700,24829,12603,891883,43.63,#trending,Night,2026-03-19
15082,Twitter,Short,11871,824,824,189565,7.13,#marketing,Night,2025-08-15
15083,Instagram,Reel,230529,17388,24196,872738,31.18,#foodie,Morning,2025-05-09
15084,YouTube,Carousel,86504,4385,4348,906786,10.5,#travel,Evening,2025-04-11
15085,Instagram,Image,80306,2770,1674,568713,14.9,#viral,Evening,2024-08-07
15086,Instagram,Image,100487,9168,7926,409632,28.7,#fitness,Night,2024-10-26
15087,Facebook,Story,268640,13950,11592,678572,43.35,#fitness,Morning,2025-09-18
15088,YouTube,Short,153044,6667,12846,380769,45.32,#foodie,Morning,2025-01-13
15089,Twitter,Reel,9194,710,525,200396,5.2,#marketing,Afternoon,2025-10-17
15090,Facebook,Short,110330,5234,1672,261975,44.75,#marketing,Morning,2025-07-30
15091,Facebook,Reel,378019,14498,1002,776317,50.69,#fitness,Night,2024-08-02
15092,Twitter,Video,239427,5699,7374,768848,32.84,#trending,Afternoon,2025-06-01
15093,Instagram,Reel,8284,655,257,83305,11.04,#tech,Afternoon,2024-06-19
15094,Instagram,Reel,135068,563,1057,483705,28.26,#fashion,Morning,2025-03-10
15095,Facebook,Story,150274,6367,9110,751200,22.06,#trending,Evening,2026-01-30
15096,TikTok,Short,6981,633,753,34076,24.55,#travel,Evening,2024-12-19
15097,Twitter,Image,321598,4424,4366,982335,33.63,#viral,Morning,2025-08-27
15098,LinkedIn,Short,38679,337,101,275812,14.18,#foodie,Night,2025-01-18
15099,TikTok,Video,61376,3194,1090,202519,32.42,#marketing,Night,2025-09-25
15100,YouTube,Carousel,28240,267,22,114318,24.96,#fashion,Night,2024-05-13
15101,LinkedIn,Story,265498,21355,5366,699290,41.79,#marketing,Morning,2024-11-03
15102,YouTube,Story,185030,6025,10696,372570,54.15,#foodie,Afternoon,2024-10-27
15103,Twitter,Story,311771,14496,8996,767390,43.69,#trending,Evening,2024-11-23
15104,Facebook,Image,316646,21658,39018,647223,58.3,#fashion,Morning,2024-09-03
15105,Facebook,Short,56040,4047,878,257552,23.67,#tech,Night,2024-12-11
15106,Instagram,Video,171409,15287,16588,692704,29.35,#fashion,Night,2024-11-02
15107,TikTok,Image,111735,6848,1776,241314,49.88,#trending,Night,2024-11-12
15108,YouTube,Carousel,243745,7824,2128,487776,52.01,#marketing,Night,2025-07-03
15109,Twitter,Reel,230045,4584,4735,785979,30.45,#marketing,Evening,2024-12-30
15110,TikTok,Carousel,327975,9597,1390,886864,38.22,#viral,Morning,2025-01-07
15111,Twitter,Reel,45618,1640,895,131996,36.48,#fashion,Evening,2025-05-17
15112,Twitter,Reel,183666,6575,11931,443999,45.53,#foodie,Evening,2025-10-31
15113,Facebook,Short,352802,31737,11913,809361,48.98,#trending,Night,2026-04-06
15114,TikTok,Story,13543,1253,621,299600,5.15,#trending,Night,2024-12-03
15115,Twitter,Video,98947,3424,4852,495758,21.63,#fashion,Afternoon,2025-12-22
15116,Facebook,Image,26265,853,1439,76735,37.22,#foodie,Night,2024-12-15
15117,YouTube,Story,2274,63,110,154559,1.58,#foodie,Morning,2025-11-19
15118,TikTok,Reel,28459,222,26,322208,8.91,#trending,Evening,2025-08-15
15119,Instagram,Reel,74998,981,1349,679510,11.38,#foodie,Morning,2024-08-26
15120,Twitter,Story,150032,11449,9845,802689,21.34,#tech,Night,2025-05-17
15121,YouTube,Video,186057,15007,1763,376489,53.87,#foodie,Afternoon,2024-09-26
15122,YouTube,Carousel,93139,5700,1279,792398,12.63,#foodie,Morning,2025-11-27
15123,YouTube,Short,112123,5952,97,314229,37.61,#trending,Morning,2026-01-11
15124,Twitter,Short,233218,12681,9796,589032,43.41,#fashion,Morning,2025-10-21
15125,TikTok,Reel,118345,53,96,819315,14.46,#marketing,Night,2024-05-24
15126,YouTube,Video,58390,3175,5955,360348,18.74,#fashion,Morning,2026-04-04
15127,TikTok,Video,27356,2504,2585,626201,5.18,#fashion,Evening,2026-04-04
15128,Twitter,Story,68770,4100,5779,148528,52.95,#fitness,Afternoon,2024-09-26
15129,YouTube,Carousel,126807,6214,3433,326721,41.76,#travel,Evening,2025-10-29
15130,Twitter,Carousel,189319,4551,2434,762586,25.74,#travel,Night,2024-08-09
15131,Facebook,Image,131601,2618,1070,563213,24.02,#fashion,Morning,2026-03-30
15132,Facebook,Image,148858,5618,2218,543771,28.82,#trending,Night,2025-07-27
15133,Instagram,Carousel,472345,3363,5107,949333,50.65,#fitness,Night,2024-11-15
15134,YouTube,Short,177238,583,230,885823,20.1,#travel,Afternoon,2025-01-13
15135,LinkedIn,Image,47516,2692,4814,502719,10.94,#tech,Evening,2025-05-28
15136,YouTube,Image,81203,2099,1508,170179,49.84,#viral,Night,2026-01-17
15137,YouTube,Image,212803,11852,15547,433604,55.4,#foodie,Evening,2025-11-16
15138,Instagram,Story,255041,4699,6251,591282,44.99,#travel,Evening,2025-08-24
15139,Facebook,Story,194860,5546,5287,451715,45.54,#fitness,Evening,2024-08-13
15140,Instagram,Story,253163,14725,14014,833666,33.81,#foodie,Evening,2025-08-17
15141,LinkedIn,Story,64389,4594,2880,956918,7.51,#fitness,Afternoon,2024-07-23
15142,Instagram,Reel,5041,132,165,279317,1.91,#fitness,Evening,2026-02-03
15143,TikTok,Carousel,39093,1417,1730,393206,10.74,#fitness,Evening,2024-08-30
15144,Facebook,Reel,238203,21043,2076,578879,45.14,#fitness,Evening,2025-08-05
15145,YouTube,Story,56192,570,332,348087,16.4,#tech,Night,2026-02-22
15146,TikTok,Image,139767,4366,7883,670547,22.67,#fitness,Morning,2024-09-30
15147,TikTok,Carousel,82642,7677,5391,345492,27.7,#viral,Morning,2025-06-23
15148,LinkedIn,Reel,53642,3038,3817,545659,11.09,#foodie,Morning,2025-11-13
15149,Facebook,Carousel,85017,6846,8550,755993,13.28,#travel,Afternoon,2025-06-28
15150,Twitter,Video,162921,7890,13246,446302,41.24,#travel,Evening,2025-01-15
15151,Twitter,Image,114173,5716,10256,267464,48.66,#marketing,Evening,2025-07-09
15152,Instagram,Short,65416,1744,104,158123,42.54,#marketing,Afternoon,2024-09-03
15153,LinkedIn,Story,150477,11225,21800,342473,53.58,#travel,Afternoon,2026-01-24
15154,LinkedIn,Reel,37433,2526,1417,522709,7.92,#viral,Morning,2025-09-09
15155,Instagram,Video,102549,7812,13099,777873,15.87,#marketing,Evening,2025-05-27
15156,Facebook,Short,79387,26,22,437409,18.16,#travel,Afternoon,2025-01-27
15157,Twitter,Reel,271482,1060,1961,704198,38.98,#travel,Morning,2025-02-03
15158,Facebook,Reel,140381,5207,1860,513597,28.71,#fitness,Morning,2024-10-06
15159,Twitter,Story,366208,25151,6182,770470,51.6,#viral,Evening,2025-11-27
15160,Twitter,Story,46931,2483,4352,137589,39.08,#trending,Night,2025-04-22
15161,Facebook,Image,61949,5227,2679,247656,28.21,#fitness,Night,2024-10-19
15162,TikTok,Carousel,106655,8706,91,876895,13.17,#travel,Afternoon,2025-05-01
15163,Facebook,Reel,291605,26235,16554,703531,47.53,#foodie,Morning,2026-02-28
15164,YouTube,Short,361227,22650,34712,786134,53.25,#marketing,Night,2025-08-18
15165,Facebook,Video,92594,7784,14725,202995,56.7,#trending,Evening,2026-04-25
15166,TikTok,Carousel,223917,2131,1886,919577,24.79,#fitness,Night,2025-08-05
15167,YouTube,Carousel,25827,1442,1330,505760,5.65,#marketing,Evening,2025-05-04
15168,YouTube,Image,24167,671,286,637935,3.94,#viral,Night,2026-01-09
15169,LinkedIn,Short,84384,1927,2563,870651,10.21,#fitness,Night,2024-07-04
15170,Facebook,Image,239782,7557,8034,879411,29.04,#viral,Evening,2024-08-16
15171,YouTube,Video,210772,8025,53,518560,42.2,#tech,Afternoon,2026-02-24
15172,Twitter,Story,54748,5057,2976,875430,7.17,#viral,Afternoon,2025-07-11
15173,TikTok,Reel,99162,9875,10938,794129,15.11,#foodie,Afternoon,2026-02-21
15174,YouTube,Short,233094,3750,5709,599518,40.46,#trending,Afternoon,2026-03-16
15175,Facebook,Short,63618,2317,3514,146382,47.44,#tech,Morning,2025-12-03
15176,YouTube,Short,21536,1301,372,51233,45.3,#viral,Evening,2025-08-31
15177,Facebook,Reel,113333,7579,7585,348736,36.85,#marketing,Afternoon,2025-10-21
15178,Twitter,Story,17312,1547,2430,137748,15.46,#foodie,Morning,2025-04-02
15179,Facebook,Video,23047,1701,567,738981,3.43,#marketing,Afternoon,2025-05-28
15180,Instagram,Story,417089,14170,14140,845064,52.71,#travel,Afternoon,2025-01-06
15181,Instagram,Short,5517,134,50,19363,29.44,#fitness,Afternoon,2026-03-28
15182,TikTok,Short,76519,5535,7503,351221,25.5,#tech,Morning,2025-02-16
15183,Facebook,Short,3048,234,61,24769,13.5,#trending,Morning,2025-11-08
15184,TikTok,Carousel,348338,394,697,876286,39.88,#fashion,Evening,2025-03-27
15185,Instagram,Image,26162,1923,2413,330884,9.22,#foodie,Night,2024-11-12
15186,LinkedIn,Image,146029,6165,10470,528850,30.76,#fitness,Morning,2025-06-08
15187,Twitter,Story,52969,1078,1906,994115,5.63,#foodie,Afternoon,2024-07-24
15188,YouTube,Reel,164589,10938,868,503097,35.06,#viral,Evening,2026-04-11
15189,Twitter,Image,125815,750,198,782949,16.19,#travel,Morning,2026-01-26
15190,Facebook,Story,16334,793,464,54445,32.31,#marketing,Afternoon,2025-04-30
15191,TikTok,Short,282218,13196,4035,881660,33.96,#fashion,Morning,2024-11-12
15192,LinkedIn,Story,203934,19679,36035,671945,38.64,#travel,Night,2025-10-30
15193,Twitter,Reel,9483,24,33,19025,50.14,#viral,Morning,2026-04-18
15194,TikTok,Story,116139,11044,14545,341321,41.52,#tech,Morning,2024-06-14
15195,Facebook,Video,9453,446,104,456706,2.19,#travel,Afternoon,2025-11-06
15196,LinkedIn,Video,279552,711,781,857465,32.78,#fashion,Morning,2024-08-17
15197,Instagram,Carousel,236682,10679,1546,883830,28.16,#fitness,Afternoon,2024-08-28
15198,Facebook,Short,99445,3120,4131,445438,23.95,#foodie,Afternoon,2026-03-16
15199,LinkedIn,Carousel,43441,3448,6768,919527,5.84,#foodie,Morning,2026-02-25
15200,Twitter,Reel,98164,3458,433,534957,19.08,#tech,Evening,2024-10-17
15201,YouTube,Short,42862,3143,6220,127015,41.12,#marketing,Night,2025-04-09
15202,LinkedIn,Story,75873,5016,3843,541644,15.64,#travel,Afternoon,2025-03-10
15203,Facebook,Reel,194931,4420,8767,595911,34.92,#foodie,Night,2025-05-04
15204,Twitter,Carousel,203199,6191,12223,527572,42.01,#fitness,Morning,2025-03-11
15205,Facebook,Image,56725,4549,6871,640565,10.64,#travel,Evening,2025-04-11
15206,Instagram,Story,92945,7551,6755,242647,44.2,#foodie,Morning,2026-01-26
15207,LinkedIn,Story,128178,1420,1129,560948,23.3,#trending,Evening,2025-02-04
15208,Twitter,Carousel,14585,756,646,198331,8.06,#tech,Night,2024-06-01
15209,Twitter,Video,236655,11784,4339,495876,50.98,#viral,Morning,2026-02-27
15210,YouTube,Image,26072,2426,3133,250004,12.65,#trending,Evening,2025-09-06
15211,YouTube,Video,20257,1499,1943,54111,43.8,#tech,Night,2025-04-29
15212,TikTok,Reel,52192,4278,2225,172251,34.08,#travel,Morning,2025-02-04
15213,Instagram,Short,207633,20058,8609,785452,30.08,#travel,Evening,2024-08-18
15214,Twitter,Story,30807,752,1132,347447,9.41,#tech,Afternoon,2025-05-12
15215,Facebook,Story,53342,1707,1760,433474,13.11,#foodie,Night,2024-05-30
15216,Twitter,Short,105252,4016,7735,404985,28.89,#trending,Afternoon,2026-05-06
15217,Facebook,Carousel,346328,8033,6479,870330,41.46,#travel,Night,2024-09-21
15218,YouTube,Video,57290,939,1221,832750,7.14,#travel,Afternoon,2024-10-13
15219,LinkedIn,Video,133449,2518,898,297496,46.01,#fashion,Night,2025-01-09
15220,Facebook,Image,353199,33554,14377,822102,48.79,#fashion,Morning,2024-12-28
15221,LinkedIn,Video,101403,248,9,940498,10.81,#tech,Night,2026-01-14
15222,LinkedIn,Carousel,94316,8164,1983,437089,23.9,#fashion,Night,2024-06-26
15223,LinkedIn,Reel,23756,44,87,180231,13.25,#marketing,Morning,2025-02-08
15224,Instagram,Short,27102,1312,377,123270,23.36,#trending,Evening,2024-07-15
15225,LinkedIn,Carousel,17195,182,203,41661,42.2,#trending,Night,2025-10-16
15226,Instagram,Story,3840,337,378,12190,37.37,#fitness,Afternoon,2026-01-16
15227,LinkedIn,Short,75171,2310,2693,214557,37.37,#fitness,Morning,2025-12-29
15228,LinkedIn,Reel,380417,28500,3940,852574,48.42,#tech,Morning,2024-06-20
15229,Facebook,Story,210922,10478,11846,593752,39.28,#tech,Night,2026-02-08
15230,TikTok,Image,68860,3729,7106,618667,12.88,#foodie,Night,2024-07-13
15231,YouTube,Story,319598,24672,45352,698405,55.79,#travel,Morning,2025-08-21
15232,Facebook,Story,241895,5554,386,551055,44.97,#foodie,Evening,2025-05-06
15233,Instagram,Image,315415,13998,20280,904438,38.66,#tech,Evening,2024-09-12
15234,Instagram,Short,3301,122,10,14670,23.4,#tech,Evening,2025-05-02
15235,LinkedIn,Short,171734,7464,14471,437898,44.23,#foodie,Evening,2024-12-04
15236,Instagram,Short,162432,2496,1436,453088,36.72,#tech,Night,2025-02-22
15237,TikTok,Reel,157659,514,902,785894,20.24,#fashion,Evening,2025-03-31
15238,YouTube,Image,67062,3074,937,868788,8.18,#travel,Afternoon,2026-04-02
15239,YouTube,Image,3531,298,279,154380,2.66,#tech,Afternoon,2025-01-16
15240,TikTok,Carousel,34344,2356,3831,402437,10.07,#trending,Night,2024-12-09
15241,Twitter,Video,79718,6222,2541,300843,29.41,#travel,Afternoon,2025-01-29
15242,YouTube,Image,12782,702,671,134951,10.49,#fashion,Evening,2025-08-10
15243,Twitter,Reel,59448,3500,2398,635176,10.29,#foodie,Evening,2026-01-31
15244,Instagram,Story,78241,7218,2972,208010,42.51,#travel,Evening,2025-07-28
15245,LinkedIn,Short,38385,2261,2233,165466,25.91,#foodie,Night,2026-03-10
15246,Twitter,Carousel,135350,11646,20592,725135,23.11,#fashion,Morning,2026-01-06
15247,LinkedIn,Short,72278,4302,3054,848084,9.39,#fitness,Night,2024-08-26
15248,TikTok,Image,107320,25,8,534499,20.08,#fashion,Afternoon,2026-04-04
15249,TikTok,Reel,145717,11624,7870,320072,51.62,#fitness,Evening,2025-08-21
15250,Instagram,Short,36446,3117,3622,670599,6.44,#marketing,Afternoon,2025-01-13
15251,Twitter,Reel,43175,3292,755,197781,23.88,#travel,Afternoon,2025-05-29
15252,Twitter,Video,3581,186,12,10772,35.08,#trending,Afternoon,2025-09-09
15253,Instagram,Story,3598,127,239,115849,3.42,#fashion,Morning,2024-12-30
15254,YouTube,Story,32579,574,1087,202217,16.93,#viral,Evening,2025-01-07
15255,LinkedIn,Short,339645,4914,7187,833915,42.18,#trending,Night,2025-09-16
15256,Instagram,Video,388927,21063,37580,849866,52.66,#fashion,Afternoon,2025-12-29
15257,YouTube,Image,40734,1027,1436,298920,14.45,#fitness,Morning,2025-07-09
15258,Instagram,Reel,30139,2467,4425,61978,59.75,#fitness,Evening,2026-01-11
15259,TikTok,Short,221831,5793,3442,513756,44.98,#fashion,Evening,2025-08-01
15260,LinkedIn,Video,426160,31442,1350,864052,53.12,#travel,Morning,2026-01-30
15261,YouTube,Image,67676,4210,7420,181637,43.66,#tech,Afternoon,2025-01-14
15262,Twitter,Video,282275,27592,20783,605836,54.58,#trending,Night,2026-02-21
15263,Facebook,Image,113045,3129,1828,374112,31.54,#viral,Morning,2024-07-12
15264,Twitter,Video,66742,158,279,192342,34.93,#fitness,Night,2024-07-16
15265,Instagram,Reel,14697,701,374,62522,25.23,#tech,Morning,2025-07-30
15266,YouTube,Reel,268160,11922,4035,618192,45.96,#foodie,Morning,2026-03-17
15267,Instagram,Short,168781,8886,14982,673842,28.59,#tech,Morning,2024-12-05
15268,LinkedIn,Image,108941,6903,10637,559517,22.61,#marketing,Afternoon,2026-04-13
15269,TikTok,Short,418725,38428,56494,840939,61.08,#fashion,Evening,2024-12-01
15270,Twitter,Reel,177503,7803,11608,675369,29.16,#tech,Afternoon,2026-04-04
15271,YouTube,Video,9251,646,234,194024,5.22,#foodie,Afternoon,2026-02-13
15272,LinkedIn,Story,370672,10251,17342,885973,44.95,#fitness,Evening,2025-04-12
15273,Facebook,Reel,173134,8637,7744,755996,25.07,#tech,Afternoon,2024-06-28
15274,Twitter,Carousel,187223,16352,13116,416229,52.06,#trending,Evening,2025-09-24
15275,Facebook,Short,47516,4090,4176,947835,5.89,#tech,Afternoon,2025-05-04
15276,Twitter,Carousel,183269,8204,415,705147,27.21,#fashion,Morning,2024-11-11
15277,Instagram,Carousel,155452,7712,13239,313961,56.19,#viral,Evening,2024-07-27
15278,YouTube,Image,73451,4552,2812,259122,31.19,#trending,Afternoon,2026-01-19
15279,Instagram,Image,11038,203,27,494590,2.28,#foodie,Evening,2026-04-21
15280,LinkedIn,Video,58452,5779,1673,209480,31.46,#travel,Morning,2025-01-29
15281,YouTube,Video,12097,34,5,401986,3.02,#marketing,Morning,2025-01-15
15282,LinkedIn,Reel,32665,1792,3541,517582,7.34,#fashion,Afternoon,2024-06-30
15283,Instagram,Image,294096,28937,36965,841947,42.76,#fashion,Morning,2026-04-11
15284,Instagram,Short,165731,1746,2973,479082,35.58,#trending,Night,2026-02-04
15285,Twitter,Carousel,17798,801,1367,306448,6.52,#foodie,Evening,2025-11-11
15286,TikTok,Short,69388,5157,5006,814026,9.77,#marketing,Evening,2024-05-15
15287,Facebook,Reel,131683,896,1108,322184,41.49,#viral,Morning,2024-07-26
15288,LinkedIn,Story,256375,18362,23725,665524,44.85,#foodie,Afternoon,2025-05-18
15289,Twitter,Story,44141,2983,5097,102108,51.14,#viral,Night,2024-06-13
15290,YouTube,Short,35477,1016,1006,677985,5.53,#travel,Night,2025-01-17
15291,Instagram,Reel,26562,1108,80,58954,47.07,#tech,Afternoon,2025-04-21
15292,Facebook,Story,90471,960,441,437287,21.01,#travel,Afternoon,2026-05-02
15293,YouTube,Reel,163838,11506,9294,719520,25.66,#trending,Night,2025-03-26
15294,Instagram,Video,5813,108,179,959088,0.64,#marketing,Evening,2025-07-24
15295,TikTok,Story,145249,6797,13371,387822,42.65,#trending,Evening,2025-09-07
15296,Facebook,Story,73868,3778,3814,166884,48.81,#trending,Evening,2024-08-29
15297,Facebook,Carousel,17081,611,458,276954,6.55,#travel,Evening,2024-06-17
15298,Twitter,Image,15324,559,943,158902,10.59,#viral,Morning,2025-07-20
15299,Facebook,Story,15497,690,425,189726,8.76,#trending,Evening,2024-07-12
15300,Instagram,Image,58408,4775,2831,820061,8.05,#viral,Afternoon,2024-12-11
15301,YouTube,Image,219159,11072,1540,542830,42.7,#fitness,Night,2025-04-18
15302,TikTok,Short,128087,6950,3797,259829,53.43,#fashion,Night,2026-01-01
15303,YouTube,Video,7943,280,244,395000,2.14,#trending,Evening,2026-02-18
15304,LinkedIn,Image,177800,2629,551,547044,33.08,#foodie,Morning,2024-05-30
15305,Instagram,Story,354304,19040,11785,873848,44.07,#viral,Night,2025-11-25
15306,LinkedIn,Image,45723,1429,2527,754995,6.58,#marketing,Morning,2024-08-08
15307,Facebook,Reel,128876,313,51,268524,48.13,#marketing,Afternoon,2025-09-16
15308,Facebook,Story,320151,6806,6869,851098,39.22,#foodie,Evening,2025-12-05
15309,Instagram,Video,52190,3107,4340,904429,6.59,#fitness,Morning,2024-08-11
15310,Facebook,Video,214180,2993,5914,717454,31.09,#travel,Night,2026-03-20
15311,Instagram,Video,62517,4569,423,372694,18.11,#travel,Morning,2025-07-09
15312,Instagram,Carousel,276465,11362,5793,667681,43.98,#viral,Morning,2024-08-12
15313,TikTok,Carousel,75223,6605,764,262134,31.51,#travel,Evening,2025-03-25
15314,Facebook,Short,438948,11929,9515,948741,48.53,#trending,Night,2026-02-25
15315,Facebook,Story,90569,6351,10698,430482,25.0,#foodie,Afternoon,2025-07-06
15316,Instagram,Story,42287,2107,47,732076,6.07,#fitness,Night,2024-09-20
15317,Twitter,Reel,82494,51,47,193011,42.79,#fitness,Night,2025-11-14
15318,Twitter,Short,1991,97,54,102161,2.1,#trending,Night,2024-08-16
15319,LinkedIn,Story,229459,11069,10046,733423,34.17,#fashion,Afternoon,2026-02-01
15320,Facebook,Reel,239081,19132,12876,488034,55.55,#marketing,Morning,2026-03-30
15321,YouTube,Story,184088,7375,13881,444332,46.21,#trending,Morning,2025-05-15
15322,LinkedIn,Reel,185786,5585,3424,562485,34.63,#marketing,Afternoon,2026-04-14
15323,Instagram,Carousel,212962,7030,6235,865658,26.13,#trending,Morning,2026-03-12
15324,Twitter,Reel,179404,7131,11830,507442,39.09,#foodie,Afternoon,2024-08-05
15325,Twitter,Story,330299,32263,63661,779937,54.65,#tech,Afternoon,2026-02-08
15326,TikTok,Reel,245381,22341,9664,683616,40.58,#fashion,Morning,2025-06-21
15327,Facebook,Image,233601,7224,8554,829477,30.06,#fitness,Afternoon,2024-07-12
15328,TikTok,Short,75990,1010,1536,982457,7.99,#fashion,Evening,2026-02-25
15329,TikTok,Image,34567,1652,478,70852,51.79,#fitness,Night,2025-07-02
15330,YouTube,Carousel,14957,237,200,121318,12.69,#fitness,Afternoon,2026-04-15
15331,TikTok,Image,29767,2687,214,562712,5.81,#marketing,Evening,2025-05-25
15332,YouTube,Carousel,269823,20519,29638,698827,45.79,#trending,Night,2025-11-10
15333,LinkedIn,Video,187793,16738,31847,717551,32.94,#foodie,Morning,2024-11-04
15334,Twitter,Reel,440,41,27,95045,0.53,#marketing,Afternoon,2024-08-10
15335,Twitter,Image,22820,1983,1461,504675,5.2,#travel,Night,2025-09-04
15336,TikTok,Carousel,171602,13518,3158,900939,20.9,#viral,Morning,2026-03-29
15337,TikTok,Image,60684,4270,4764,279254,24.97,#fitness,Afternoon,2025-11-14
15338,LinkedIn,Reel,32524,1865,3507,101419,37.37,#trending,Evening,2026-01-05
15339,TikTok,Short,22406,1303,2317,155097,16.78,#fitness,Evening,2025-11-30
15340,Facebook,Story,52284,3508,2510,298649,19.52,#travel,Night,2025-03-09
15341,Facebook,Image,251103,8788,2699,525263,49.99,#marketing,Night,2025-02-23
15342,LinkedIn,Carousel,256337,8085,12477,630097,43.95,#viral,Night,2024-08-15
15343,Instagram,Reel,99454,8056,12752,404048,29.76,#viral,Evening,2025-05-17
15344,TikTok,Reel,419617,16450,17557,880605,51.51,#trending,Morning,2025-09-29
15345,YouTube,Story,94520,2690,4465,389108,26.13,#fitness,Evening,2026-01-28
15346,Twitter,Reel,176707,4627,679,579289,31.42,#marketing,Evening,2026-02-06
15347,YouTube,Image,58634,777,859,317550,18.98,#fashion,Evening,2025-08-01
15348,LinkedIn,Reel,439429,25932,31805,878979,56.56,#trending,Morning,2024-08-01
15349,YouTube,Video,365510,31454,8511,853407,47.51,#foodie,Night,2026-04-17
15350,YouTube,Image,86159,6229,8876,206665,49.0,#marketing,Night,2024-08-13
15351,Facebook,Reel,54549,2511,2360,892245,6.66,#trending,Night,2025-11-30
15352,YouTube,Story,3860,42,41,26449,14.91,#fitness,Morning,2024-09-19
15353,Facebook,Reel,10578,86,11,293656,3.64,#marketing,Evening,2025-03-18
15354,Facebook,Video,178104,3836,1463,448697,40.87,#viral,Night,2025-07-31
15355,Twitter,Image,27937,1985,921,121339,25.42,#viral,Night,2025-10-29
15356,YouTube,Short,138196,3881,1045,493849,28.98,#fashion,Night,2024-12-28
15357,Instagram,Reel,108571,8986,3955,675081,18.0,#foodie,Night,2026-03-09
15358,LinkedIn,Short,238771,15214,3641,869890,29.62,#foodie,Night,2025-04-24
15359,TikTok,Story,15809,930,484,289296,5.95,#foodie,Evening,2024-12-06
15360,LinkedIn,Short,141635,2776,4765,635216,23.48,#foodie,Night,2025-05-17
15361,Twitter,Carousel,45438,902,152,561090,8.29,#travel,Evening,2026-02-09
15362,TikTok,Reel,214516,6065,6705,708693,32.07,#viral,Evening,2025-08-01
15363,LinkedIn,Reel,1044,95,42,162539,0.73,#tech,Morning,2025-05-30
15364,Facebook,Reel,208576,5702,2170,925647,23.38,#marketing,Night,2025-10-01
15365,LinkedIn,Story,12712,1264,784,236364,6.24,#fitness,Night,2025-04-21
15366,TikTok,Image,55932,4419,7318,651327,10.39,#tech,Night,2025-08-20
15367,LinkedIn,Image,140667,8863,12333,857065,18.89,#travel,Morning,2025-02-06
15368,LinkedIn,Story,14071,485,180,332175,4.44,#trending,Afternoon,2025-07-03
15369,Instagram,Story,163160,9964,13847,694578,26.92,#viral,Afternoon,2025-05-01
15370,Twitter,Story,322824,16835,24321,664018,54.81,#travel,Evening,2025-10-17
15371,Instagram,Carousel,5096,334,477,47377,12.47,#trending,Night,2025-07-02
15372,Twitter,Reel,89954,3197,4920,670485,14.63,#marketing,Evening,2025-07-07
15373,LinkedIn,Video,185854,11618,17522,738989,29.09,#fashion,Morning,2026-04-17
